
  0%|                                                                                                                                                                                                                                                                                                                                                                              | 0/10 [00:00<?, ?it/s]
0, 0.1364392638206482
1, 0.1364392638206482
2, 0.12979230284690857
3, 0.11694802343845367
4, 0.09893611073493958
5, 0.07756026089191437
6, 0.05549618601799011
7, 0.03877011686563492
8, 0.02703535370528698
9, 0.019472893327474594
10, 0.015018610283732414
11, 0.012625319883227348
12, 0.011442823335528374
13, 0.010874563828110695
14, 0.010546806268393993
15, 0.010251462459564209
16, 0.009884446859359741
17, 0.009414728730916977
18, 0.008851748891174793
19, 0.008223842829465866
20, 0.007564750965684652
21, 0.006907490082085133
22, 0.006282842718064785
23, 0.005717571824789047
24, 0.005225548520684242
25, 0.004812030121684074
26, 0.004473645705729723
27, 0.004202579148113728
28, 0.003987141884863377
29, 0.0038128849118947983
30, 0.0036649410612881184
31, 0.0035308501683175564
32, 0.0034004978369921446
33, 0.003266648156568408
34, 0.003125840798020363
35, 0.002977152122184634
36, 0.0028215344063937664
37, 0.0026618370320647955
38, 0.002501340117305517
39, 0.0023437871132045984
40, 0.002192900748923421
41, 0.0020514139905571938
42, 0.0019215354695916176
43, 0.001804347150027752
44, 0.0016999191138893366
45, 0.0016077130567282438
46, 0.0015266030095517635
47, 0.0014548019971698523
48, 0.0013906639069318771
49, 0.001332441228441894
50, 0.0012786685256287456
51, 0.0012283788528293371
52, 0.0011806392576545477
53, 0.0011352145811542869
54, 0.0010918155312538147
55, 0.0010505930986255407
56, 0.001011647516861558
57, 0.0009750464232638478
58, 0.0009409476770088077
59, 0.0009093009866774082
60, 0.0008799646748229861
61, 0.0008526802412234247
62, 0.0008272191043943167
63, 0.0008034345228224993
64, 0.0007809844682924449
65, 0.0007597496150992811
66, 0.0007394890999421477
67, 0.0007201189873740077
68, 0.0007016141898930073
69, 0.0006839509005658329
70, 0.000667092390358448
71, 0.0006511459359899163
72, 0.0006360899424180388
73, 0.0006219177157618105
74, 0.0006086169159971178
75, 0.0005961566930636764
76, 0.0005845322739332914
77, 0.000573599012568593
78, 0.0005633627879433334
79, 0.0005537160905078053
80, 0.0005446175346150994
81, 0.0005359595525078475
82, 0.0005277508171275258
83, 0.0005199217703193426
84, 0.000512427999638021
85, 0.0005052803899161518
86, 0.0004984278930351138
87, 0.0004918975755572319
88, 0.0004856567829847336
89, 0.00047967940918169916
90, 0.00047398259630426764
91, 0.00046850607031956315
92, 0.0004632826894521713
93, 0.0004582823603413999
94, 0.0004534871259238571
95, 0.0004488834529183805
96, 0.00044446688843891025
97, 0.0004402239283081144
98, 0.0004361371393315494
99, 0.00043221766827628016
100, 0.00042843306437134743
101, 0.0004247873439453542
102, 0.00042128280620090663
103, 0.00041790385148487985
104, 0.00041463118395768106
105, 0.00041146506555378437
106, 0.0004084072425030172
107, 0.00040546018863096833
108, 0.0004026113892905414
109, 0.0003998353495262563
110, 0.00039715980528853834
111, 0.0003945809730794281
112, 0.0003920689632650465
113, 0.0003896501730196178
114, 0.0003873093519359827
115, 0.00038504641270264983
116, 0.0003828433691523969
117, 0.0003807267057709396
118, 0.0003786719753406942
119, 0.0003766717854887247
120, 0.00037474624696187675
121, 0.0003728778101503849
122, 0.00037106554373167455
123, 0.0003693019971251488
124, 0.0003676086780615151
125, 0.00036596457357518375
126, 0.0003643670934252441
127, 0.00036282450309954584
128, 0.00036132530658505857
129, 0.00035986301372759044
130, 0.00035847010440193117
131, 0.0003571033012121916
132, 0.0003557897580321878
133, 0.0003545097424648702
134, 0.00035327565274201334
135, 0.00035208050394430757
136, 0.00035092694452032447
137, 0.00034980825148522854
138, 0.0003487240755930543
139, 0.000347682973369956
140, 0.00034667435102164745
141, 0.00034570516436360776
142, 0.0003447576891630888
143, 0.00034384592436254025
144, 0.00034296559169888496
145, 0.0003421156434342265
146, 0.0003413013182580471
147, 0.0003405161842238158
148, 0.00033975415863096714
149, 0.0003390248166397214
150, 0.0003383271105121821
151, 0.0003376561217010021
152, 0.00033700629137456417
153, 0.0003363857395015657
154, 0.000335779448505491
155, 0.000335215765517205
156, 0.0003346682642586529
157, 0.0003341377596370876
158, 0.0003336468362249434
159, 0.0003331662737764418
160, 0.00033272005384787917
161, 0.00033228492247872055
162, 0.00033187249209731817
163, 0.00033147758222185075
164, 0.0003311001346446574
165, 0.0003307471051812172
166, 0.00033040819107554853
167, 0.0003300937241874635
168, 0.0003297924413345754
169, 0.0003295132773928344
170, 0.0003292504698038101
171, 0.00032899301731958985
172, 0.0003287642612121999
173, 0.0003285475540906191
174, 0.00032834382727742195
175, 0.00032815919257700443
176, 0.0003279830270912498
177, 0.0003278200456406921
178, 0.0003276777861174196
