2024-03-28 15:40:21,744 INFO    StreamThr :1795494 [internal.py:wandb_internal():86] W&B internal server running at pid: 1795494, started at: 2024-03-28 15:40:21.744079
2024-03-28 15:40:21,744 DEBUG   HandlerThread:1795494 [handler.py:handle_request():144] handle_request: status
2024-03-28 15:40:21,745 INFO    WriterThread:1795494 [datastore.py:open_for_write():85] open: /home/icl2/khlee/InstaFlow/code/wandb/run-20240328_154021-icus6nkc/run-icus6nkc.wandb
2024-03-28 15:40:21,746 DEBUG   SenderThread:1795494 [sender.py:send():369] send: header
2024-03-28 15:40:21,747 DEBUG   SenderThread:1795494 [sender.py:send():369] send: run
2024-03-28 15:40:22,260 INFO    SenderThread:1795494 [dir_watcher.py:__init__():211] watching files in: /home/icl2/khlee/InstaFlow/code/wandb/run-20240328_154021-icus6nkc/files
2024-03-28 15:40:22,261 INFO    SenderThread:1795494 [sender.py:_start_run_threads():1100] run started: icus6nkc with start time 1711608021.743477
2024-03-28 15:40:22,261 DEBUG   SenderThread:1795494 [sender.py:send_request():396] send_request: summary_record
2024-03-28 15:40:22,261 DEBUG   HandlerThread:1795494 [handler.py:handle_request():144] handle_request: check_version
2024-03-28 15:40:22,261 INFO    SenderThread:1795494 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2024-03-28 15:40:22,261 DEBUG   SenderThread:1795494 [sender.py:send_request():396] send_request: check_version
2024-03-28 15:40:22,338 DEBUG   HandlerThread:1795494 [handler.py:handle_request():144] handle_request: run_start
2024-03-28 15:40:22,344 DEBUG   HandlerThread:1795494 [system_info.py:__init__():31] System info init
2024-03-28 15:40:22,344 DEBUG   HandlerThread:1795494 [system_info.py:__init__():46] System info init done
2024-03-28 15:40:22,344 INFO    HandlerThread:1795494 [system_monitor.py:start():181] Starting system monitor
2024-03-28 15:40:22,344 INFO    SystemMonitor:1795494 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-03-28 15:40:22,344 INFO    HandlerThread:1795494 [system_monitor.py:probe():201] Collecting system info
2024-03-28 15:40:22,344 INFO    SystemMonitor:1795494 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 15:40:22,345 INFO    SystemMonitor:1795494 [interfaces.py:start():190] Started disk monitoring
2024-03-28 15:40:22,345 INFO    SystemMonitor:1795494 [interfaces.py:start():190] Started gpu monitoring
2024-03-28 15:40:22,345 INFO    SystemMonitor:1795494 [interfaces.py:start():190] Started memory monitoring
2024-03-28 15:40:22,346 INFO    SystemMonitor:1795494 [interfaces.py:start():190] Started network monitoring
2024-03-28 15:40:22,402 DEBUG   HandlerThread:1795494 [system_info.py:probe():195] Probing system
2024-03-28 15:40:22,406 DEBUG   HandlerThread:1795494 [system_info.py:_probe_git():180] Probing git
2024-03-28 15:40:22,417 DEBUG   HandlerThread:1795494 [system_info.py:_probe_git():188] Probing git done
2024-03-28 15:40:22,417 DEBUG   HandlerThread:1795494 [system_info.py:probe():240] Probing system done
2024-03-28 15:40:22,417 DEBUG   HandlerThread:1795494 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-97-generic-x86_64-with-glibc2.31', 'python': '3.10.11', 'heartbeatAt': '2024-03-28T06:40:22.402607', 'startedAt': '2024-03-28T06:40:21.739247', 'docker': None, 'cuda': None, 'args': ('--with_tracking', '--run_name', '30-100-0', '--start', '0', '--end', '10', '--decoder_inv_steps', '30', '--forward_steps', '100', '--tuning_steps', '0', '--tuning_lr', '0.05', '--reg_coeff', '0.0'), 'state': 'running', 'program': '/home/icl2/khlee/InstaFlow/code/main_reconstruction_exp.py', 'codePath': 'code/main_reconstruction_exp.py', 'git': {'remote': 'https://github.com/khlee0192/InstaFlow.git', 'commit': 'd2017358110a64996dbace1291b01696cdc35f77'}, 'email': 'khlee0192@gmail.com', 'root': '/home/icl2/khlee/InstaFlow', 'host': 'icl2-XPS-8950', 'username': 'icl2', 'executable': '/home/icl2/anaconda3/bin/python', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 3486.4685, 'min': 800.0, 'max': 4700.0}, 'cpu_freq_per_core': [{'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 909.259, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 3800.0}, {'current': 3600.0, 'min': 800.0, 'max': 3800.0}, {'current': 3600.0, 'min': 800.0, 'max': 3800.0}, {'current': 3600.0, 'min': 800.0, 'max': 3800.0}], 'disk': {'total': 456.8200225830078, 'used': 273.7640800476074}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 15.343547821044922}}
2024-03-28 15:40:22,418 INFO    HandlerThread:1795494 [system_monitor.py:probe():211] Finished collecting system info
2024-03-28 15:40:22,418 INFO    HandlerThread:1795494 [system_monitor.py:probe():214] Publishing system info
2024-03-28 15:40:22,418 DEBUG   HandlerThread:1795494 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-03-28 15:40:22,420 DEBUG   HandlerThread:1795494 [system_info.py:_save_pip():67] Saving pip packages done
2024-03-28 15:40:22,420 DEBUG   HandlerThread:1795494 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-03-28 15:40:23,261 INFO    Thread-12 :1795494 [dir_watcher.py:_on_file_created():272] file/dir created: /home/icl2/khlee/InstaFlow/code/wandb/run-20240328_154021-icus6nkc/files/conda-environment.yaml
2024-03-28 15:40:23,261 INFO    Thread-12 :1795494 [dir_watcher.py:_on_file_created():272] file/dir created: /home/icl2/khlee/InstaFlow/code/wandb/run-20240328_154021-icus6nkc/files/requirements.txt
2024-03-28 15:40:23,261 INFO    Thread-12 :1795494 [dir_watcher.py:_on_file_created():272] file/dir created: /home/icl2/khlee/InstaFlow/code/wandb/run-20240328_154021-icus6nkc/files/wandb-summary.json
2024-03-28 15:40:26,261 INFO    Thread-12 :1795494 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/code/wandb/run-20240328_154021-icus6nkc/files/conda-environment.yaml
2024-03-28 15:40:26,324 DEBUG   HandlerThread:1795494 [system_info.py:_save_conda():86] Saving conda packages done
2024-03-28 15:40:26,325 INFO    HandlerThread:1795494 [system_monitor.py:probe():216] Finished publishing system info
2024-03-28 15:40:26,327 DEBUG   HandlerThread:1795494 [handler.py:handle_request():144] handle_request: poll_exit
2024-03-28 15:40:26,328 DEBUG   SenderThread:1795494 [sender.py:send():369] send: exit
2024-03-28 15:40:26,328 INFO    SenderThread:1795494 [sender.py:send_exit():574] handling exit code: 255
2024-03-28 15:40:26,328 INFO    SenderThread:1795494 [sender.py:send_exit():576] handling runtime: 3
2024-03-28 15:40:26,328 INFO    SenderThread:1795494 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2024-03-28 15:40:26,328 INFO    SenderThread:1795494 [sender.py:send_exit():582] send defer
2024-03-28 15:40:26,329 DEBUG   SenderThread:1795494 [sender.py:send_request():396] send_request: poll_exit
2024-03-28 15:40:26,329 DEBUG   SenderThread:1795494 [sender.py:send():369] send: files
2024-03-28 15:40:26,329 INFO    SenderThread:1795494 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2024-03-28 15:40:26,329 DEBUG   HandlerThread:1795494 [handler.py:handle_request():144] handle_request: defer
2024-03-28 15:40:26,329 INFO    HandlerThread:1795494 [handler.py:handle_request_defer():170] handle defer: 0
2024-03-28 15:40:26,329 DEBUG   SenderThread:1795494 [sender.py:send_request():396] send_request: defer
2024-03-28 15:40:26,329 INFO    SenderThread:1795494 [sender.py:send_request_defer():598] handle sender defer: 0
2024-03-28 15:40:26,329 INFO    SenderThread:1795494 [sender.py:transition_state():602] send defer: 1
2024-03-28 15:40:26,329 DEBUG   HandlerThread:1795494 [handler.py:handle_request():144] handle_request: defer
2024-03-28 15:40:26,329 INFO    HandlerThread:1795494 [handler.py:handle_request_defer():170] handle defer: 1
2024-03-28 15:40:26,329 DEBUG   SenderThread:1795494 [sender.py:send_request():396] send_request: defer
2024-03-28 15:40:26,329 INFO    SenderThread:1795494 [sender.py:send_request_defer():598] handle sender defer: 1
2024-03-28 15:40:26,329 INFO    SenderThread:1795494 [sender.py:transition_state():602] send defer: 2
2024-03-28 15:40:26,329 DEBUG   HandlerThread:1795494 [handler.py:handle_request():144] handle_request: defer
2024-03-28 15:40:26,329 INFO    HandlerThread:1795494 [handler.py:handle_request_defer():170] handle defer: 2
2024-03-28 15:40:26,329 INFO    HandlerThread:1795494 [system_monitor.py:finish():190] Stopping system monitor
2024-03-28 15:40:26,329 INFO    HandlerThread:1795494 [interfaces.py:finish():202] Joined cpu monitor
2024-03-28 15:40:26,330 INFO    HandlerThread:1795494 [interfaces.py:finish():202] Joined disk monitor
2024-03-28 15:40:26,330 DEBUG   SystemMonitor:1795494 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2024-03-28 15:40:26,330 INFO    HandlerThread:1795494 [interfaces.py:finish():202] Joined gpu monitor
2024-03-28 15:40:26,330 DEBUG   SystemMonitor:1795494 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2024-03-28 15:40:26,330 INFO    HandlerThread:1795494 [interfaces.py:finish():202] Joined memory monitor
