
  0%|                                                                                                          | 0/10 [00:00<?, ?it/s]
0 2.836347818374634 0.05 6.342116832733154
1 2.6713593006134033 0.05 5.625743389129639
2 2.5040526390075684 0.05 4.9431328773498535
3 2.3074417114257812 0.05 4.1973652839660645
4 2.0537328720092773 0.05 3.3250889778137207
5 1.6791620254516602 0.05 2.2228007316589355
6 1.0872912406921387 0.05 0.931981086730957
7 0.7153419256210327 0.05 0.4034063220024109
8 0.5554890632629395 0.05 0.2432575523853302
9 0.45742565393447876 0.05 0.16495153307914734
tuning, 0, 0.1197647899389267
tuning, 1, 0.08377343416213989
tuning, 2, 0.05855994671583176
tuning, 3, 0.04130976274609566
tuning, 4, 0.02987530827522278
tuning, 5, 0.022542057558894157
tuning, 6, 0.01794915460050106
tuning, 7, 0.01508980244398117
tuning, 8, 0.013270328752696514
tuning, 9, 0.01202383916825056
tuning, 10, 0.011052574962377548
tuning, 11, 0.010181717574596405
tuning, 12, 0.00933750905096531
tuning, 13, 0.008541913703083992
tuning, 14, 0.007856540381908417
tuning, 15, 0.007319261785596609
tuning, 16, 0.006937514990568161
tuning, 17, 0.006684117019176483
tuning, 18, 0.006510598119348288
tuning, 19, 0.006357800215482712
tuning, 20, 0.006174025125801563
tuning, 21, 0.005947095807641745
tuning, 22, 0.005742245353758335
tuning, 23, 0.005583431106060743
tuning, 24, 0.005404758267104626
tuning, 25, 0.005170905031263828
tuning, 26, 0.004891916178166866
tuning, 27, 0.004588942509144545
tuning, 28, 0.004291472490876913
tuning, 29, 0.004015604965388775
tuning, 30, 0.0037713474594056606
tuning, 31, 0.0035626923199743032
tuning, 32, 0.003389650024473667
tuning, 33, 0.003247987013310194
tuning, 34, 0.003130128141492605
tuning, 35, 0.003030316438525915
tuning, 36, 0.0029405090026557446
tuning, 37, 0.002855119062587619
tuning, 38, 0.002769550308585167
tuning, 39, 0.0026825719978660345
tuning, 40, 0.0025931824930012226
tuning, 41, 0.0025047408416867256
tuning, 42, 0.0024190887343138456
tuning, 43, 0.0023391898721456528
tuning, 44, 0.0022682512644678354
tuning, 45, 0.002207259414717555
tuning, 46, 0.002155917463824153
tuning, 47, 0.002113497816026211
tuning, 48, 0.002076961100101471
tuning, 49, 0.0020453075412660837
tuning, 50, 0.0020149166230112314
tuning, 51, 0.0019845692440867424
tuning, 52, 0.0019529941491782665
tuning, 53, 0.001920892857015133
tuning, 54, 0.001886340556666255
tuning, 55, 0.0018518182914704084
tuning, 56, 0.0018181109335273504
tuning, 57, 0.0017862681997939944
tuning, 58, 0.001756950281560421
tuning, 59, 0.0017296619480475783
tuning, 60, 0.0017037534853443503
tuning, 61, 0.0016789818182587624
tuning, 62, 0.0016539981588721275
tuning, 63, 0.0016286213649436831
tuning, 64, 0.0016028452664613724
tuning, 65, 0.0015763011761009693
tuning, 66, 0.0015495731495320797
tuning, 67, 0.0015230154385790229
tuning, 68, 0.001496684504672885
tuning, 69, 0.0014707548543810844
tuning, 70, 0.0014458287041634321
tuning, 71, 0.0014216378331184387
tuning, 72, 0.0013979764189571142
tuning, 73, 0.0013751208316534758
tuning, 74, 0.0013531276490539312
tuning, 75, 0.0013321418082341552
tuning, 76, 0.0013125131372362375
tuning, 77, 0.0012940772576257586
tuning, 78, 0.0012771007604897022
tuning, 79, 0.001261355821043253
tuning, 80, 0.0012469363864511251
tuning, 81, 0.001233317656442523
tuning, 82, 0.0012200495693832636
tuning, 83, 0.001207031193189323
tuning, 84, 0.0011941168922930956
tuning, 85, 0.0011808802373707294
