
  0%|                                                                                                                                                                                                                                                                                            | 0/10 [00:00<?, ?it/s]
0, 0.1364392638206482
1, 0.1364392638206482
2, 0.12979255616664886
3, 0.11694803833961487
4, 0.09893621504306793
5, 0.0775601789355278
6, 0.05549611896276474
7, 0.03876937925815582
8, 0.027033021673560143
9, 0.01946883648633957
10, 0.015014035627245903
11, 0.012621693313121796
12, 0.011441795155405998
13, 0.010876871645450592
14, 0.01055268943309784
15, 0.010260159149765968
16, 0.009895162656903267
17, 0.009426118806004524
18, 0.008862982504069805
19, 0.008233767002820969
20, 0.007573052309453487
21, 0.006914557423442602
22, 0.006288902834057808
23, 0.005723745562136173
24, 0.005233259405940771
25, 0.0048216888681054115
26, 0.004487506113946438
27, 0.0042211562395095825
28, 0.004010714590549469
29, 0.003841080702841282
30, 0.00369666563346982
31, 0.0035651586949825287
32, 0.003435286460444331
33, 0.00330043095164001
34, 0.00315685523673892
35, 0.0030039972625672817
36, 0.002843401860445738
37, 0.0026781209744513035
38, 0.0025122277438640594
39, 0.0023500043898820877
40, 0.0021952351089566946
41, 0.0020511760376393795
42, 0.0019198907539248466
43, 0.001802344573661685
44, 0.0016985114198178053
45, 0.001607429003342986
46, 0.0015276222256943583
47, 0.0014571131905540824
48, 0.0013937525218352675
49, 0.0013357724528759718
50, 0.0012815621448680758
51, 0.001230187132023275
52, 0.0011810176074504852
53, 0.0011338621843606234
54, 0.0010887915268540382
55, 0.001045971643179655
56, 0.001005672151222825
57, 0.0009681518422439694
58, 0.0009333138586953282
59, 0.0009010647190734744
60, 0.0008710910333320498
61, 0.0008431408787146211
62, 0.0008168743806891143
63, 0.0007919674972072244
64, 0.0007682130672037601
65, 0.0007454358856193721
66, 0.0007234765216708183
67, 0.000702394638210535
68, 0.0006822696304880083
69, 0.0006631677388213575
70, 0.0006451873341575265
71, 0.0006283468101173639
72, 0.0006126525113359094
73, 0.0005980528658255935
74, 0.0005844896659255028
75, 0.000571858836337924
76, 0.0005600285949185491
77, 0.0005488656461238861
78, 0.0005382996750995517
79, 0.0005282347556203604
80, 0.000518632703460753
81, 0.0005094275111332536
82, 0.0005006059072911739
83, 0.0004921587533317506
84, 0.00048410118324682117
85, 0.000476404296932742
86, 0.0004690457717515528
87, 0.0004620068648364395
88, 0.0004552845493890345
89, 0.0004488515551201999
90, 0.00044268378405831754
91, 0.00043675152119249105
92, 0.0004310386430006474
93, 0.00042555652908049524
94, 0.00042025381117127836
95, 0.00041514303302392364
96, 0.0004101893282495439
97, 0.0004053839948028326
98, 0.00040074001299217343
99, 0.00039620912866666913
100, 0.0003918329603038728
101, 0.0003875717520713806
102, 0.00038342177867889404
103, 0.0003794067888520658
104, 0.0003755119105335325
105, 0.00037173955934122205
106, 0.0003680842346511781
107, 0.00036453502252697945
108, 0.0003610775456763804
109, 0.00035771465627476573
110, 0.0003544095379766077
111, 0.0003511969407554716
112, 0.0003480500017758459
113, 0.0003449817595537752
114, 0.00034197731292806566
115, 0.00033904402516782284
116, 0.0003361761337146163
117, 0.0003333797794766724
118, 0.0003306356957182288
119, 0.0003279685042798519
120, 0.00032534601632505655
121, 0.000322790234349668
122, 0.00032027423731051385
123, 0.0003178214537911117
124, 0.0003154028963763267
125, 0.0003130341356154531
126, 0.0003107154043391347
127, 0.0003084350028075278
128, 0.0003062101313844323
129, 0.00030400376999750733
130, 0.0003018582356162369
131, 0.00029974940116517246
132, 0.0002976800315082073
133, 0.0002956536482088268
134, 0.00029366122907958925
135, 0.00029170094057917595
136, 0.0002897899248637259
137, 0.00028789794305339456
138, 0.00028605081024579704
139, 0.00028422754257917404
140, 0.0002824335533659905
141, 0.0002806785050779581
142, 0.0002789541322272271
143, 0.00027725473046302795
144, 0.00027559889713302255
145, 0.0002739541232585907
146, 0.0002723329816944897
147, 0.0002707631210796535
148, 0.00026919570518657565
149, 0.00026767028612084687
150, 0.0002661582548171282
151, 0.0002646780340000987
152, 0.0002632181567605585
153, 0.00026178883854299784
154, 0.00026038484065793455
155, 0.00025899766478687525
156, 0.00025764136807993054
157, 0.00025630180607549846
158, 0.00025498459581285715
159, 0.0002536808606237173
160, 0.00025240646209567785
161, 0.00025114789605140686
162, 0.00024991255486384034
163, 0.00024868501350283623
164, 0.0002474673092365265
165, 0.00024629145627841353
166, 0.00024511615629307926
167, 0.00024395095533691347
168, 0.00024281127844005823
169, 0.00024167615629266948
170, 0.0002405627747066319
171, 0.00023946432338561863
172, 0.00023838129709474742
173, 0.00023730895190965384
174, 0.000236256280913949
175, 0.00023520769900642335
176, 0.0002341730723856017
177, 0.00023314828285947442
178, 0.00023214145039673895
179, 0.0002311543794348836
