
  0%|                                                                                                                                                                                                                                                                                                 | 0/10 [00:00<?, ?it/s]
0, 0.1364392638206482
1, 0.1364392638206482
2, 0.12979233264923096
3, 0.11694799363613129
4, 0.09893622249364853
5, 0.07756027579307556
6, 0.05549611151218414
7, 0.0387696735560894
8, 0.027033662423491478
9, 0.0194697305560112
10, 0.015015235170722008
11, 0.012622630223631859
12, 0.011442030780017376
13, 0.010876201093196869
14, 0.010551206767559052
15, 0.010257906280457973
16, 0.009892551228404045
17, 0.009423414245247841
18, 0.008859816938638687
19, 0.0082310251891613
20, 0.0075708962976932526
21, 0.006912815384566784
22, 0.0062873587012290955
23, 0.005722129251807928
24, 0.005231287330389023
25, 0.004819315858185291
26, 0.00448380084708333
27, 0.004216263070702553
28, 0.004004449583590031
29, 0.0038337288424372673
30, 0.0036885999143123627
31, 0.0035562212578952312
32, 0.003426322713494301
33, 0.003291762201115489
34, 0.0031488945242017508
35, 0.0029970239847898483
36, 0.0028378074057400227
37, 0.0026740017347037792
38, 0.002509374637156725
39, 0.0023484050761908293
40, 0.0021945927292108536
41, 0.002051188610494137
42, 0.0019201377872377634
43, 0.00180263991933316
44, 0.0016985902329906821
45, 0.0016071980353444815
46, 0.001527021056972444
47, 0.0014561082934960723
48, 0.0013926083920523524
49, 0.0013345781480893493
50, 0.0012805256992578506
51, 0.0012294428888708353
52, 0.0011806110851466656
53, 0.0011339293560013175
54, 0.0010893591679632664
55, 0.001046914840117097
56, 0.001006897073239088
57, 0.0009695924818515778
58, 0.0009349132305942476
59, 0.0009028002386912704
60, 0.0008730165427550673
61, 0.0008452250622212887
62, 0.0008191827218979597
63, 0.0007945917313918471
64, 0.0007712111109867692
65, 0.000748857157304883
66, 0.0007273656665347517
67, 0.0007067465921863914
68, 0.0006870163488201797
69, 0.0006682120729237795
70, 0.0006504879565909505
71, 0.0006337781669571996
72, 0.0006181927165016532
73, 0.000603641732595861
74, 0.000590094830840826
75, 0.0005774619057774544
76, 0.0005656445282511413
77, 0.0005545502062886953
78, 0.0005440566455945373
79, 0.0005341429496183991
80, 0.0005246424116194248
81, 0.0005155986291356385
82, 0.0005069325561635196
83, 0.0004986205603927374
84, 0.0004906926187686622
85, 0.00048309864359907806
86, 0.00047583470586687326
87, 0.00046890147496014833
88, 0.00046228780411183834
89, 0.00045594869880005717
90, 0.00044987472938373685
91, 0.0004440359480213374
92, 0.00043844309402629733
93, 0.0004330782685428858
94, 0.0004279044223949313
95, 0.00042291320278309286
96, 0.00041809777030721307
97, 0.0004134361806791276
98, 0.0004089236899744719
99, 0.0004045591631438583
100, 0.0004003166686743498
101, 0.0003962015616707504
102, 0.00039221704355441034
103, 0.00038833857979625463
104, 0.0003845795872621238
105, 0.0003809431509580463
106, 0.00037738968967460096
107, 0.00037395680556073785
108, 0.0003706219722516835
109, 0.00036740239011123776
110, 0.00036424651625566185
111, 0.00036119541618973017
112, 0.00035820453194901347
113, 0.0003552878915797919
114, 0.0003524424973875284
115, 0.0003496589488349855
116, 0.00034695054637268186
117, 0.00034431531094014645
118, 0.00034172501182183623
119, 0.0003392010403331369
120, 0.0003367422614246607
121, 0.00033432658528909087
122, 0.00033197886659763753
123, 0.0003296774812042713
124, 0.00032742624171078205
125, 0.0003252312890253961
126, 0.0003230766742490232
127, 0.00032096452196128666
128, 0.0003189115668646991
129, 0.00031688110902905464
130, 0.0003149061813019216
131, 0.0003129591350443661
132, 0.00031105324160307646
133, 0.00030919944401830435
134, 0.0003073624102398753
135, 0.00030556885758414865
136, 0.0003038177965208888
137, 0.000302095286315307
138, 0.00030041136778891087
139, 0.0002987509942613542
140, 0.0002971309586428106
141, 0.00029554200591519475
142, 0.00029397988691926
143, 0.00029244564939290285
144, 0.0002909562026616186
145, 0.00028948867111466825
146, 0.0002880415122490376
147, 0.00028663731063716114
148, 0.0002852470497600734
149, 0.00028388394275680184
150, 0.00028255252982489765
151, 0.00028123753145337105
152, 0.0002799545763991773
153, 0.0002786906552501023
154, 0.0002774567110463977
155, 0.0002762337389867753
156, 0.00027504764148034155
157, 0.0002738711191341281
158, 0.0002727271930780262
159, 0.0002716038725338876
160, 0.0002704908838495612
161, 0.0002694133436307311
162, 0.00026834086747840047
163, 0.00026729603996500373
164, 0.00026626221369951963
165, 0.0002652633120305836
166, 0.00026427904958836734
167, 0.00026330340187996626
168, 0.00026235534460283816
169, 0.00026142148999497294
170, 0.00026050827000290155
171, 0.0002596060512587428
172, 0.0002587268827483058
173, 0.0002578569110482931
174, 0.00025701476261019707
175, 0.00025617898791097105
176, 0.0002553639351390302
177, 0.00025456235744059086
178, 0.00025377084966748953
