2024-04-25 15:23:38,022 INFO    StreamThr :3307961 [internal.py:wandb_internal():86] W&B internal server running at pid: 3307961, started at: 2024-04-25 15:23:38.021874
2024-04-25 15:23:38,024 DEBUG   HandlerThread:3307961 [handler.py:handle_request():144] handle_request: status
2024-04-25 15:23:38,025 INFO    WriterThread:3307961 [datastore.py:open_for_write():85] open: /home/icl2/khlee/InstaFlow/wandb/run-20240425_152337-zg29tdbi/run-zg29tdbi.wandb
2024-04-25 15:23:38,040 DEBUG   SenderThread:3307961 [sender.py:send():369] send: header
2024-04-25 15:23:38,193 DEBUG   SenderThread:3307961 [sender.py:send():369] send: run
2024-04-25 15:23:39,060 DEBUG   HandlerThread:3307961 [handler.py:handle_request():144] handle_request: check_version
2024-04-25 15:23:39,082 INFO    SenderThread:3307961 [dir_watcher.py:__init__():211] watching files in: /home/icl2/khlee/InstaFlow/wandb/run-20240425_152337-zg29tdbi/files
2024-04-25 15:23:39,083 INFO    SenderThread:3307961 [sender.py:_start_run_threads():1100] run started: zg29tdbi with start time 1714026218.007001
2024-04-25 15:23:39,083 DEBUG   SenderThread:3307961 [sender.py:send_request():396] send_request: summary_record
2024-04-25 15:23:39,084 INFO    SenderThread:3307961 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2024-04-25 15:23:39,085 DEBUG   SenderThread:3307961 [sender.py:send_request():396] send_request: check_version
2024-04-25 15:23:39,174 DEBUG   HandlerThread:3307961 [handler.py:handle_request():144] handle_request: run_start
2024-04-25 15:23:39,206 DEBUG   HandlerThread:3307961 [system_info.py:__init__():31] System info init
2024-04-25 15:23:39,206 DEBUG   HandlerThread:3307961 [system_info.py:__init__():46] System info init done
2024-04-25 15:23:39,206 INFO    HandlerThread:3307961 [system_monitor.py:start():181] Starting system monitor
2024-04-25 15:23:39,206 INFO    HandlerThread:3307961 [system_monitor.py:probe():201] Collecting system info
2024-04-25 15:23:39,206 INFO    SystemMonitor:3307961 [system_monitor.py:_start():145] Starting system asset monitoring threads
