2024-04-24 22:53:00,235 INFO    StreamThr :3109935 [internal.py:wandb_internal():86] W&B internal server running at pid: 3109935, started at: 2024-04-24 22:53:00.234477
2024-04-24 22:53:00,241 DEBUG   HandlerThread:3109935 [handler.py:handle_request():144] handle_request: status
2024-04-24 22:53:00,249 INFO    WriterThread:3109935 [datastore.py:open_for_write():85] open: /home/icl2/khlee/InstaFlow/wandb/run-20240424_225300-v1l488w6/run-v1l488w6.wandb
2024-04-24 22:53:00,251 DEBUG   SenderThread:3109935 [sender.py:send():369] send: header
2024-04-24 22:53:00,268 DEBUG   SenderThread:3109935 [sender.py:send():369] send: run
2024-04-24 22:53:00,813 DEBUG   HandlerThread:3109935 [handler.py:handle_request():144] handle_request: check_version
2024-04-24 22:53:00,839 INFO    SenderThread:3109935 [dir_watcher.py:__init__():211] watching files in: /home/icl2/khlee/InstaFlow/wandb/run-20240424_225300-v1l488w6/files
2024-04-24 22:53:00,839 INFO    SenderThread:3109935 [sender.py:_start_run_threads():1100] run started: v1l488w6 with start time 1713966780.234314
2024-04-24 22:53:00,840 DEBUG   SenderThread:3109935 [sender.py:send_request():396] send_request: summary_record
2024-04-24 22:53:00,840 INFO    SenderThread:3109935 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2024-04-24 22:53:00,842 DEBUG   SenderThread:3109935 [sender.py:send_request():396] send_request: check_version
2024-04-24 22:53:00,902 DEBUG   HandlerThread:3109935 [handler.py:handle_request():144] handle_request: run_start
2024-04-24 22:53:00,907 DEBUG   HandlerThread:3109935 [system_info.py:__init__():31] System info init
2024-04-24 22:53:00,907 DEBUG   HandlerThread:3109935 [system_info.py:__init__():46] System info init done
2024-04-24 22:53:00,907 INFO    HandlerThread:3109935 [system_monitor.py:start():181] Starting system monitor
2024-04-24 22:53:00,907 INFO    SystemMonitor:3109935 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-04-24 22:53:00,907 INFO    HandlerThread:3109935 [system_monitor.py:probe():201] Collecting system info
2024-04-24 22:53:00,908 INFO    SystemMonitor:3109935 [interfaces.py:start():190] Started cpu monitoring
2024-04-24 22:53:00,909 INFO    SystemMonitor:3109935 [interfaces.py:start():190] Started disk monitoring
2024-04-24 22:53:00,910 INFO    SystemMonitor:3109935 [interfaces.py:start():190] Started gpu monitoring
2024-04-24 22:53:00,910 INFO    SystemMonitor:3109935 [interfaces.py:start():190] Started memory monitoring
2024-04-24 22:53:00,911 INFO    SystemMonitor:3109935 [interfaces.py:start():190] Started network monitoring
2024-04-24 22:53:00,937 DEBUG   HandlerThread:3109935 [system_info.py:probe():195] Probing system
2024-04-24 22:53:00,939 DEBUG   HandlerThread:3109935 [system_info.py:_probe_git():180] Probing git
2024-04-24 22:53:00,947 DEBUG   HandlerThread:3109935 [system_info.py:_probe_git():188] Probing git done
2024-04-24 22:53:00,947 DEBUG   HandlerThread:3109935 [system_info.py:probe():240] Probing system done
