
  0%|                                                                                                                                                                                                                                                                                             | 0/1 [00:00<?, ?it/s]
0, 0.09775816649198532
1, 0.09775816649198532
2, 0.09261514246463776
3, 0.08272577822208405
4, 0.06901409476995468
5, 0.05310673266649246
6, 0.0375177264213562
7, 0.026796068996191025
8, 0.020144902169704437
9, 0.016243809834122658
10, 0.013912409543991089
11, 0.012366734445095062
12, 0.011171510443091393
13, 0.010127386078238487
14, 0.009167439304292202
15, 0.008283398114144802
16, 0.0074840146116912365
17, 0.006775318644940853
18, 0.00615675188601017
19, 0.00562606006860733
20, 0.0051810117438435555
21, 0.00482005812227726
22, 0.004537463188171387
23, 0.004323163535445929
24, 0.00416082888841629
25, 0.004029925912618637
26, 0.003909653052687645
27, 0.003782931249588728
28, 0.003639755304902792
29, 0.0034765228629112244
30, 0.0032955529168248177
31, 0.0031032226979732513
32, 0.0029089748859405518
33, 0.002721194876357913
34, 0.002545735100284219
35, 0.0023869029246270657
36, 0.002246252028271556
37, 0.002123225014656782
38, 0.00201592268422246
39, 0.0019222404807806015
40, 0.001839326461777091
41, 0.001764560118317604
42, 0.0016954250168055296
43, 0.001629707869142294
44, 0.0015662278747186065
45, 0.0015042218146845698
46, 0.0014436210040003061
47, 0.0013845199719071388
48, 0.0013276180252432823
49, 0.0012735845521092415
50, 0.0012229259591549635
51, 0.0011758727487176657
52, 0.0011318594915792346
53, 0.0010905484668910503
54, 0.0010515742469578981
55, 0.0010143733816221356
56, 0.0009787310846149921
57, 0.0009446371695958078
58, 0.0009120737668126822
59, 0.000881004030816257
60, 0.0008514708606526256
61, 0.0008234737324528396
62, 0.000797046348452568
63, 0.0007720879511907697
64, 0.0007485334645025432
65, 0.0007263845764100552
66, 0.0007056176546029747
67, 0.0006861807778477669
68, 0.0006678571808151901
69, 0.0006505744531750679
70, 0.00063425482949242
71, 0.0006188328843563795
72, 0.0006042211898602545
73, 0.0005903079872950912
74, 0.0005769133567810059
75, 0.0005640773451887071
76, 0.0005517819663509727
77, 0.0005400381051003933
78, 0.0005288756219670177
79, 0.0005182704771868885
80, 0.000508212368004024
81, 0.0004986890708096325
82, 0.0004896269529126585
83, 0.00048101154970936477
84, 0.0004728023777715862
85, 0.00046499574091285467
86, 0.0004575768834911287
87, 0.00045052473433315754
88, 0.0004437986935954541
89, 0.00043739506509155035
90, 0.00043128777178935707
91, 0.00042543880408629775
92, 0.00041986998985521495
93, 0.00041451724246144295
94, 0.000409409636631608
95, 0.0004045122186653316
96, 0.0003998031315859407
97, 0.00039531587390229106
98, 0.0003909847582690418
99, 0.0003868344356305897
100, 0.0003828481712844223
101, 0.00037900934694334865
102, 0.00037531438283622265
103, 0.00037175993202254176
104, 0.0003683205577544868
105, 0.0003650062717497349
106, 0.00036176314461044967
107, 0.00035861413925886154
108, 0.00035562104312703013
109, 0.0003527392109390348
110, 0.00034990880521945655
111, 0.0003471845993772149
112, 0.00034454837441444397
113, 0.0003420079010538757
114, 0.00033952583908103406
115, 0.0003371334751136601
116, 0.00033482647268101573
117, 0.0003325894649606198
118, 0.0003304218116682023
119, 0.0003283243568148464
120, 0.0003262944519519806
121, 0.00032433911110274494
122, 0.0003224259417038411
123, 0.0003205841640010476
124, 0.00031879113521426916
125, 0.0003170673153363168
126, 0.00031538965413346887
127, 0.00031376531114801764
128, 0.0003121996414847672
129, 0.00031069168471731246
130, 0.0003092224942520261
131, 0.00030779148801229894
132, 0.0003064329212065786
133, 0.00030510753276757896
134, 0.0003038085997104645
135, 0.00030257453909143806
136, 0.0003013636451214552
137, 0.00030020682606846094
138, 0.00029909348813816905
139, 0.00029801519121974707
140, 0.00029696262208744884
141, 0.0002959716657642275
142, 0.00029498894582502544
143, 0.0002940553822554648
144, 0.00029314696439541876
145, 0.0002922717831097543
146, 0.0002914306824095547
147, 0.0002906270674429834
148, 0.00028985028620809317
149, 0.00028910551918670535
150, 0.0002883838606067002
151, 0.00028768525226041675
152, 0.00028702348936349154
153, 0.0002863910049200058
154, 0.00028577909688465297
155, 0.0002851924509741366
156, 0.0002846409333869815
157, 0.00028409005608409643
158, 0.0002835709019564092
159, 0.00028308964101597667
160, 0.0002826220588758588
161, 0.00028216728242114186
162, 0.0002817584900185466
163, 0.00028135027969256043
164, 0.0002809693105518818
165, 0.00028061887132935226
166, 0.0002802586823236197
