
  0%|                                                                                                                       | 0/10 [00:00<?, ?it/s]
0, 0.1364392638206482
1, 0.1364392638206482
2, 0.12979209423065186
3, 0.11694800108671188
4, 0.09893600642681122
5, 0.07756024599075317
6, 0.055496156215667725
7, 0.038771919906139374
8, 0.02704126015305519
9, 0.019482754170894623
10, 0.01502986066043377
11, 0.01263423077762127
12, 0.011445599608123302
13, 0.010869039222598076
14, 0.01053331233561039
15, 0.010230299085378647
16, 0.009859224781394005
17, 0.009386738762259483
18, 0.008824300020933151
19, 0.008198825642466545
20, 0.0075437286868691444
21, 0.0068910433910787106
22, 0.006270015146583319
23, 0.005704865790903568
24, 0.005210265517234802
25, 0.0047903480008244514
26, 0.0044431136921048164
27, 0.004161518067121506
28, 0.003934572450816631
29, 0.0037490285467356443
30, 0.0035919733345508575
31, 0.003451576456427574
32, 0.003318916540592909
33, 0.0031870659440755844
34, 0.0030521582812070847
35, 0.0029125576838850975
36, 0.0027685496024787426
37, 0.002621609251946211
38, 0.0024739643558859825
39, 0.0023285020142793655
40, 0.0021881074644625187
41, 0.002054935321211815
42, 0.0019309082999825478
43, 0.0018171265255659819
44, 0.0017139915144070983
45, 0.0016213874332606792
46, 0.0015386426821351051
47, 0.0014649704098701477
48, 0.0013992273015901446
49, 0.0013401249889284372
50, 0.0012866341276094317
51, 0.0012376452796161175
52, 0.0011923774145543575
53, 0.001150287571363151
54, 0.0011107715545222163
55, 0.0010736397234722972
56, 0.0010387531947344542
57, 0.0010058814659714699
58, 0.0009750196477398276
59, 0.000946087937336415
60, 0.0009191675926558673
61, 0.000894096854608506
62, 0.0008708162931725383
63, 0.0008492018096148968
64, 0.0008291335543617606
65, 0.0008105716551654041
66, 0.0007932683220133185
67, 0.0007771750679239631
68, 0.0007621257100254297
69, 0.0007481003412976861
70, 0.0007349209627136588
71, 0.000722574011888355
72, 0.0007109767757356167
73, 0.000700057833455503
74, 0.0006898033316247165
75, 0.0006801459821872413
76, 0.0006710948655381799
77, 0.0006625649402849376
78, 0.0006545586511492729
79, 0.0006470604566857219
80, 0.0006400583079084754
81, 0.0006334796198643744
82, 0.0006273639155551791
83, 0.0006215921021066606
84, 0.0006162570789456367
85, 0.00061127042863518
86, 0.0006066517671570182
87, 0.0006022966699674726
88, 0.0005982824950478971
89, 0.0005945258308202028
90, 0.0005910597974434495
91, 0.0005878392839804292
92, 0.0005848660948686302
93, 0.0005820998921990395
94, 0.0005795618053525686
95, 0.0005772418808192015
96, 0.0005750599666498601
97, 0.0005730920238420367
98, 0.0005712840356864035
99, 0.0005696165026165545
100, 0.0005681519396603107
101, 0.0005667994846589863
102, 0.0005655821296386421
103, 0.0005645080818794668
104, 0.00056352315004915
105, 0.0005626552156172693
106, 0.000561911438126117
107, 0.0005612524691969156
108, 0.0005606827908195555
109, 0.0005601960583589971
110, 0.0005597806884907186
111, 0.000559447449631989
112, 0.0005591767840087414
113, 0.0005589608335867524
114, 0.0005587741616182029
115, 0.0005586709594354033
116, 0.0005585736944340169
117, 0.0005585162434726954
118, 0.0005584924947470427
119, 0.0005584812024608254
0 2.424445152282715 0.05 7.663739204406738
1 2.266749143600464 0.05 6.6991987228393555
2 2.101273536682129 0.05 5.756801128387451
3 1.904557228088379 0.05 4.729377746582031
4 1.623445987701416 0.05 3.436305046081543
5 1.2376641035079956 0.05 1.9972002506256104
6 0.802580714225769 0.05 0.8398339748382568
7 0.5767072439193726 0.05 0.4336375296115875
8 0.4742009937763214 0.05 0.29318442940711975
9 0.39287689328193665 0.05 0.20124682784080505

 10%|███████████                                                                                                    | 1/10 [00:40<06:04, 40.51s/it]
0, 0.1123598963022232
1, 0.1123598963022232
2, 0.10478764027357101
3, 0.09046938270330429
4, 0.07124536484479904
5, 0.05020025372505188
6, 0.03146938979625702
7, 0.020329512655735016
8, 0.014867104589939117
9, 0.012927398085594177
10, 0.012793667614459991
11, 0.013351617380976677
12, 0.013997368514537811
13, 0.014460481703281403
14, 0.014654306694865227
15, 0.014586440287530422
16, 0.014303088188171387
17, 0.013861849904060364
18, 0.013317473232746124
19, 0.012711085379123688
20, 0.012072051875293255
21, 0.01142148207873106
22, 0.010772855952382088
23, 0.010135783813893795
24, 0.009518997743725777
25, 0.00892928522080183
26, 0.008373691700398922
27, 0.007857752963900566
28, 0.007386021316051483
29, 0.0069589270278811455
30, 0.006577083840966225
31, 0.006237667053937912
32, 0.005935078486800194
33, 0.005664452910423279
34, 0.005419913679361343
35, 0.005196147598326206
36, 0.004988693632185459
37, 0.0047940886579453945
38, 0.004610372241586447
39, 0.004436504561454058
40, 0.004271578975021839
41, 0.004115215502679348
42, 0.003967239521443844
