2024-05-03 21:21:39,377 INFO    StreamThr :1735632 [internal.py:wandb_internal():86] W&B internal server running at pid: 1735632, started at: 2024-05-03 21:21:39.376122
2024-05-03 21:21:39,382 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: status
2024-05-03 21:21:39,387 INFO    WriterThread:1735632 [datastore.py:open_for_write():85] open: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/run-4rts7v4n.wandb
2024-05-03 21:21:39,408 DEBUG   SenderThread:1735632 [sender.py:send():369] send: header
2024-05-03 21:21:39,467 DEBUG   SenderThread:1735632 [sender.py:send():369] send: run
2024-05-03 21:21:40,058 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: check_version
2024-05-03 21:21:40,090 INFO    SenderThread:1735632 [dir_watcher.py:__init__():211] watching files in: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files
2024-05-03 21:21:40,090 INFO    SenderThread:1735632 [sender.py:_start_run_threads():1100] run started: 4rts7v4n with start time 1714738899.362848
2024-05-03 21:21:40,091 DEBUG   SenderThread:1735632 [sender.py:send_request():396] send_request: summary_record
2024-05-03 21:21:40,091 INFO    SenderThread:1735632 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2024-05-03 21:21:40,092 DEBUG   SenderThread:1735632 [sender.py:send_request():396] send_request: check_version
2024-05-03 21:21:40,204 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: run_start
2024-05-03 21:21:40,228 DEBUG   HandlerThread:1735632 [system_info.py:__init__():31] System info init
2024-05-03 21:21:40,228 DEBUG   HandlerThread:1735632 [system_info.py:__init__():46] System info init done
2024-05-03 21:21:40,228 INFO    HandlerThread:1735632 [system_monitor.py:start():181] Starting system monitor
2024-05-03 21:21:40,229 INFO    SystemMonitor:1735632 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-05-03 21:21:40,229 INFO    HandlerThread:1735632 [system_monitor.py:probe():201] Collecting system info
2024-05-03 21:21:40,231 INFO    SystemMonitor:1735632 [interfaces.py:start():190] Started cpu monitoring
2024-05-03 21:21:40,232 INFO    SystemMonitor:1735632 [interfaces.py:start():190] Started disk monitoring
2024-05-03 21:21:40,235 INFO    SystemMonitor:1735632 [interfaces.py:start():190] Started gpu monitoring
2024-05-03 21:21:40,236 INFO    SystemMonitor:1735632 [interfaces.py:start():190] Started memory monitoring
2024-05-03 21:21:40,239 INFO    SystemMonitor:1735632 [interfaces.py:start():190] Started network monitoring
2024-05-03 21:21:40,294 DEBUG   HandlerThread:1735632 [system_info.py:probe():195] Probing system
2024-05-03 21:21:40,299 DEBUG   HandlerThread:1735632 [system_info.py:_probe_git():180] Probing git
2024-05-03 21:21:40,310 DEBUG   HandlerThread:1735632 [system_info.py:_probe_git():188] Probing git done
2024-05-03 21:21:40,311 DEBUG   HandlerThread:1735632 [system_info.py:probe():240] Probing system done
2024-05-03 21:21:40,311 DEBUG   HandlerThread:1735632 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-102-generic-x86_64-with-glibc2.31', 'python': '3.10.11', 'heartbeatAt': '2024-05-03T12:21:40.294609', 'startedAt': '2024-05-03T12:21:39.247495', 'docker': None, 'cuda': None, 'args': ('--with_tracking', '--run_name', 'main run', '--start', '0', '--end', '100', '--decoder_inv_steps', '200', '--decoder_lr', '0.05', '--inversion_type', 'new_alg', '--test_beta', '--forward_steps', '1', '--tuning_steps', '0', '--reg_coeff', '0.0'), 'state': 'running', 'program': '/home/icl2/khlee/InstaFlow/code/main_new_algorithm.py', 'codePath': 'code/main_new_algorithm.py', 'git': {'remote': 'https://github.com/khlee0192/InstaFlow.git', 'commit': 'c20944db8e74ac45c6b03ef02ee27c797be0ccde'}, 'email': 'khlee0192@gmail.com', 'root': '/home/icl2/khlee/InstaFlow', 'host': 'icl2-XPS-8950', 'username': 'icl2', 'executable': '/home/icl2/anaconda3/bin/python', 'cpu_count': 12, 'cpu_count_logical': 20, 'cpu_freq': {'current': 3356.02305, 'min': 800.0, 'max': 4700.0}, 'cpu_freq_per_core': [{'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 1357.772, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 4900.0}, {'current': 3600.0, 'min': 800.0, 'max': 3800.0}, {'current': 3600.0, 'min': 800.0, 'max': 3800.0}, {'current': 3600.0, 'min': 800.0, 'max': 3800.0}, {'current': 3600.0, 'min': 800.0, 'max': 3800.0}], 'disk': {'total': 456.8200225830078, 'used': 312.3939514160156}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 15.343528747558594}}
2024-05-03 21:21:40,311 INFO    HandlerThread:1735632 [system_monitor.py:probe():211] Finished collecting system info
2024-05-03 21:21:40,311 INFO    HandlerThread:1735632 [system_monitor.py:probe():214] Publishing system info
2024-05-03 21:21:40,311 DEBUG   HandlerThread:1735632 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-05-03 21:21:40,312 DEBUG   HandlerThread:1735632 [system_info.py:_save_pip():67] Saving pip packages done
2024-05-03 21:21:40,312 DEBUG   HandlerThread:1735632 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-05-03 21:21:41,099 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_created():272] file/dir created: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/conda-environment.yaml
2024-05-03 21:21:41,099 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_created():272] file/dir created: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/requirements.txt
2024-05-03 21:21:41,099 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_created():272] file/dir created: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/wandb-summary.json
2024-05-03 21:21:54,839 DEBUG   HandlerThread:1735632 [system_info.py:_save_conda():86] Saving conda packages done
2024-05-03 21:21:54,840 INFO    HandlerThread:1735632 [system_monitor.py:probe():216] Finished publishing system info
2024-05-03 21:21:54,953 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: status_report
2024-05-03 21:21:54,953 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: keepalive
2024-05-03 21:21:54,954 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: status_report
2024-05-03 21:21:54,954 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: keepalive
2024-05-03 21:21:54,956 DEBUG   SenderThread:1735632 [sender.py:send():369] send: files
2024-05-03 21:21:54,956 INFO    SenderThread:1735632 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2024-05-03 21:21:54,970 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: stop_status
2024-05-03 21:21:54,971 DEBUG   SenderThread:1735632 [sender.py:send_request():396] send_request: stop_status
2024-05-03 21:21:55,099 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/conda-environment.yaml
2024-05-03 21:21:55,100 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_created():272] file/dir created: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/wandb-metadata.json
2024-05-03 21:21:55,213 DEBUG   SenderThread:1735632 [sender.py:send():369] send: telemetry
2024-05-03 21:21:55,213 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: status_report
2024-05-03 21:21:55,214 DEBUG   SenderThread:1735632 [sender.py:send():369] send: config
2024-05-03 21:21:55,590 INFO    wandb-upload_0:1735632 [upload_job.py:push():133] Uploaded file /tmp/tmplx88i_7ewandb/8ycjmixb-wandb-metadata.json
2024-05-03 21:21:56,100 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_created():272] file/dir created: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/output.log
2024-05-03 21:21:58,101 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/output.log
2024-05-03 21:22:00,217 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: status_report
2024-05-03 21:22:04,104 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/output.log
2024-05-03 21:22:05,275 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: status_report
2024-05-03 21:22:06,105 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/output.log
2024-05-03 21:22:08,105 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/output.log
2024-05-03 21:22:09,965 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: stop_status
2024-05-03 21:22:09,966 DEBUG   SenderThread:1735632 [sender.py:send_request():396] send_request: stop_status
2024-05-03 21:22:10,106 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/output.log
2024-05-03 21:22:10,307 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: status_report
2024-05-03 21:22:11,106 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/config.yaml
2024-05-03 21:22:12,106 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/output.log
2024-05-03 21:22:14,107 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/output.log
2024-05-03 21:22:15,514 DEBUG   HandlerThread:1735632 [handler.py:handle_request():144] handle_request: status_report
2024-05-03 21:22:16,108 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/output.log
2024-05-03 21:22:18,108 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/output.log
2024-05-03 21:22:20,109 INFO    Thread-17 :1735632 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/icl2/khlee/InstaFlow/wandb/run-20240503_212139-4rts7v4n/files/output.log
